,사고원인,재발방지대책 및 향후조치계획
13002,미장공사 작업자가 마감공사 작업을 위해 말비계(높이:70cm)에 올라서다 미끄러지며 가설전선주름관과 안전모 뒤쪽 조임 조절부에 머리가 찍힌걸로 예상됨,근로자 안전교육 및 안전사고 예방을 위한 특별교육 실시.
18550,비계 해체 중 연결핀 고정 미흡,배관 용접 작업 중 사전 고정 조치 확인 후 작업 실시.
13790,"비계발판 기준으로 안전난간대 외부로만 설치되고, 내측 안전난간대 미설치 및 작업자과실",쌍줄비계 내외측 안전난간대 설치와 작업자 안전교육 실시.
21005,비계 옆 가새가 접히면서 손가락이 끼임,안전사고에 유의하도록 교육 실시와 현장에서의 교육 실시.
20987,되메우기 작업으로 인해 설치가 지연되자 순간적으로 화가 치밀어서 감정을 조절하지 못하고  흙바닥에 비계 자재인 잭베이스를 던진 행위,재발 방지 안전교육 실시와 책임자에 의한 작업준비 철저.
77,23.12.26 16시30분경 석재 작업을 마치고 비계에서 내려온 후 이동하다가 넘어지면서 손으로 바닥을 짚는 과정에서 손목통증을 호소함,작업자 교육을 통한 재발 방지 대책 및 향후 조치 계획.
13730,작업중  중심을 잃고 뒤로 넘어지면서 비계 수평재에 부딪힘,작업자 안전관리 철저와 부상자 사후 관리의 통합적 접근.
3755,작업자 부주의로 인한 말비계 낙상,말비계 단부 낙상경보기 설치와 작업자 특별안전교육 실시.
14635,"배관 작업용 달비계 설치를 위해 강관파이프(길이 4m, 무게 10.5kg)를 상부(재해자 위치)에서 하부로 운반 작업(인력)중 허리 통증 발생",재발방지 교육을 통한 동일 및 유사 안전사고 재발 방지.
12900,"플랜트 및 건설현장에서 비계공으로 근무하며 중량물(비계파이프 최대2본) 취급 등으로 신체에 스트레스가 누적되어 업무상 질병 발병 (요추간판의 외상성 파열(3-4번),추간판탈출증(요추4-5번))",사고사례 교육 및 2인 1조 작업에 관한 관리감독 실시.
18297,조적쌓기 작업 마무리 후 비계에서 내려오는 도중 비계에서 미끄러져 넘어짐 사고 발생,안전교육 실시를 통한 재발 방지 대책과 향후 조치 계획.
576,시스템발판 추가 필요에 따라 기존 시스템 비계발판을 빼서 상부 이동중 빼놓은 발판공간으로 낙상,작업자 안전교육 실시와 산재처리로 인한 재발 방지 대책.
14668,205동 지하2층 주차장 끊어치기 단부 연결구간에 설치된 알폼자재를 해체하여 받아치기 작업을 위해 근접하여 대기하던중 말비계 상부 작업자가 해체된 알폼을 내려놓다가 손에서 놓쳐 하부에 대기중인 재해자의 왼쪽 손가락 끝에 알폼이 부딪히는 재해가 발생.,안전관리 철저에 대한 재발 방지 대책과 향후 조치 계획.
385,강당동 4층 천정작업 중 말비계에서 추락,안전교육 실시와 철저한 안전교육을 통한 재발 방지 대책.
13199,재해자 안**이 10동 시스템비계 해체작업 중 비계자재를 밟고 넘어짐,정리정돈 철저에 대한 재발 방지 대책과 향후 조치 계획.
21119,벽체 거푸집  조립(철선 결속) 작업 중 시스템 비계 수평난간에 죄측 허리부분을 부딪쳤음,작업자 안전 교육 실시를 통한 안전사고 재발 방지 노력.
14544,비계자제 운반중 돌부리에 걸려 넘어짐(작업책임자 및 동료 없는 상황),일용직 근무자의 첫날 사고 발생에 따른 산재 처리 시행.
14516,비계 1단 설치후 2단 연결과정에서  작업자 부주의로 인해 파이프를 놓침 / 파이프가 넘어지면서 얼굴에 부딪히면서 바닥으로 낙하,작업전 안전교육과 스트레칭 실시를 통한 재발 방지 대책.
20270,말비계를 들고 옮기는 과정중  다리가 접히면서 발판과 다리사이에 왼쪽 세끼손가락이 끼인 재해임.,특별안전교육 실시와 작업발판 사용 전 보호구 착용 확인.
2104,수평비계 발판 해체 중 오른손 약지 끝 베임,관리감독 철저와 작업자의 위험행동에 대한 안전교육 강화.
17472,안전교육 후 실무 작업을 위해 비계를 올라가는 중 실족으로 추락,안전교육 시행과 상시 점검을 통한 안전관리 미비점 보완.
22370,비계파이프 정리작업 중 바닥에 놓인 비계파이프를 밟아 미끄러져 넘어지며 옆에 놓인 비계파이프에 왼쪽 옆구리를 충돌,해당 건물 내 자재 정리 및 작업자 특별 안전교육 실시.
22264,이동식 틀비계에서 내려오던 중 원인미상의 물체에 발이 걸려 실족한 것으로 추정,이동식틀비계 작업발판 상부 정리정돈 및 안전난간대 보강.
17023,말비계 하강중 발을 헛디디며 넘어져 왼쪽 팔목을 바닥에 부딪힘,말비계 승하강 시 안전한 승하강법 시뮬레이션 교육 실시.
10908,비계 해체작업을 진행하던 중 작업자의 단순과실로 클램프에 걸려 넘어져 난간대에 신체 상부가 부딪힌 사고임,유사 안전사고 재발 방지를 위한 안전교육 강화 및 실시.
9537,"덕트운반 중, 기설치된 비계파이프와 덕트사이 간격 확인 미흡",운반용 손잡이 제작과 산업재해 조치 예정의 통합적 실행.
10764,2022년 3월 6일  12시 47분 경 현장 내  사무동 철거 건물 정면 좌측 상부 5.4미터 위치에서 재해자 임**(**년생)이 옥상에서 내려온 비계포를 정렬작업을 하기 위해 지면에서 가로비계 3단으로 올라가자마자 발을 헛딛어 추락한 사고임,공사관계자(시공사 및 감리자)에게 안전 관리 철저 지시.
10432,비계 발판 연결 고정 미흡,공사 현장 안전장치 강화 및 비계 발판 연결 고정 조치.
9975,비계에 부딪힘,기초안전보건교육 철저와 산업재해관련법에 따른 조치 예정.
11587,작업자의 단순과실(시스템비계 미인지에 따른 부상),안전교육 철저를 통한 재발 방지 대책과 향후 조치 계획.
15574,창틀실리콘공사 를하기위해 달비계탑승중 떨어짐,안전관리 철저에 대한 재발 방지 대책과 향후 조치 계획.
9706,덕트 C Bar가 떨어지면서 비계에 맞고 튕겨 떨어지며 통제원의 목부위에 맞아 출혈 병원진료 중 찰과상 발생,근로자 교육을 통한 재발 방지 대책 및 향후 조치 계획.
15604,1층 내부 이동식 강관말 비계에서  상부마감 작업 중   작업발판 단부로  추락,안전사고 방지 점검과 예방 철저를 통한 재발 방지 대책.
16762,달비계 샤클과 로프의  매듭불량으로 낙하함,안전관리 철저에 대한 재발 방지 대책과 향후 조치 계획.
22023,비계 해체순서 착오,안전교육 실시와 작정자 안전교육을 통한 재발 방지 대책.
22678,"말비계에 넘어져 다쳤다고 주장하나, 업무상 질병인 기왕증으로 산재 판정됨",재발 방지 대책으로 작업자 채용 시 건강관리 상태 확인.
8656,기 설치된  비계의 해체 시 설치된 클램프 체결 상태 미점검으로 인해 작업중에 있는 작업자 사다리에 부딪혀 발생한 재해.,안전교육 철저 및 현장 수시점검을 통한 향후 조치 계획.
5639,시스템비계 설치장소로 이동 중 외부비계에 기대놓은 수직재가 넘어지면서 재해자 타격,"위험요인에 대한 안전대책 수립, 교육 및 현장관리 실시."
2830,적재한 비계를 꺼내면서,안전교육 실시를 통한 재발 방지 대책과 향후 조치 계획.
22057,1단 이동식 틀비계가 정상적으로 설치되어 있었으나 형틀작업중 재해자 부주의로 인하여 몸에 중심을 잃고 전도되면서 왼쪽발 뒷꿈치가 골절된 재해임 .,안전교육 실시를 통한 재발 방지 대책과 향후 조치 계획.
19722,근로자가 말비계위에서 균형을 잃고 넘어짐,재발 방지를 위한 사고사례 전파와 근로자 안전교육 실시.
21971,비계설치 중 단순사고,작업상황 수시 관리감독 실시와 작업자 안전 교육 철저.
266,"가설교량 교각(중심말뚝) 설치 중 비계가 있음에도 가용접 상태의 레버블럭 위에서 작업을 하며, 안전용품 미착용 상태로 작업",작업자 대상 안전교육 강화 및 철저한 향후 조치 계획.
2819,알폼 받아올리기 작업 중 알폼이 미끄러지며 다시 잡으려 할 때 시스템비계 수평재와의 사이에 좌측 약지 끼임(골절),"안전작업방법, 위험요인 및 사례에 대한 안전교육 실시."
21363,지하3층에서 기계배관 작업 완료 후 말비계에서 지상으로 내려오는 도중 넘어져서 갈비뼈 골절 발생,비계 사용 관련 특별안전교육 실시와 특별안전점검 예정.
23182,거푸집 해체를 위배 비계 위헤서 작업중 미끄러질거 같아 비계 위에서 뛰어내려 골정상 입음,비계 위에서 뛰어내리는 일이 없도록 작업자 교육 실시.
20526,비계 3층에서 2층으로 내려오던 중 미끄러져 2층으로 넘어지는 사고,작업자 안전의식 함양을 위한 안전교육과 산재처리 실시.
2449,작업장소 이동시 B/T 비계에서 내리지 안코 부주의하게 이동,현장 안전점검 및 작업관리 실태 확인과 안전교육 실시.
20284,주방 동체감지기 입선 작업 중 말비계(H=0.8M)에서 내려오던 중 넘어져 좌측 손목이 골절된 사고임,재해 사례 전파 및 교육을 통한 유사 동종 재해 예방.
16975,레미탈 하중을 지지하는 비계파이프가 하중을 이기지 못하고 처지면서 작업자 어깨를 강타함.,레미탈 운반하중 감소와 하중지지 비계파이프 추가 설치.
15819,시스템비계를 내려오던 중 지면에 발을 헛디뎌 발목을 접지름,근로자 교육을 통한 재발 방지 대책과 향후 조치 계획.
6987,사각파이프 프레임을 벽에 고정된 브라켓에 거치하여 작업 중 거치에서 탈락한 프레임이 낙하하여 몸 균형을 상실하여 70Cm 말비계에서 추락함,재발 방지 안전교육 실시와 설치작업 구성 근로자 증원.
18927,아침에 우천으로 공사대기후 비가그쳐 다시 작업장으로 이동중 외부 시스템비계 2.5m 아래로 떨어진 재해임.,직원 안전교육 및 현장 안전시설과 안전점검 조치 강화.
8057,"철거공사에 사용한 비계파이프 다발을 반출하기 위해 지게차로 상차작업 중 작업을 도와주던 운전자가 차량에서 미끄러져 떨어지고, 지게차 운전자가 확인하기 위하여 사이드브레이크를 채우지 않은 채 지게차에서 내려 사망자에게 가는 순간 사이드가 채워지지 않은 지게차 진행하면서 상차중이던 비계파이프 다발이 운전자를 덮쳐 사망함.",안전관리 철저와 안전교육 실시를 통한 재발 방지 대책.
17727,현장 건물내 4층 보 거푸집 해체작업을 하기위해 가설 비계파이프에 올라가 안전고리를 체결하던중 중심을 잃어 추락,작업자 안전교육과 재발방지교육을 통한 재발 방지 대책.
18004,가(언제) : 2020년 09월 11일(목요일) 07시 30분경나(어디서) : 403동 지하 2층 바닥에서다(누가) : 중현테크 소속 비계보조공 ***(27세/한국)라(무엇을) : 외부 시스템 비계 설치 작업 중마(어떻게) : 자재를 들고 이동중바(왜) : 바닥에 미끄러져 넘어지면서 자재에 손가락을 부딪힘,보행자 동선 확보와 바닥 물기 제거를 위한 대책 마련.
7759,"안전줄 미착용, 안전난간미설치, 벽면과 외부비계사이 보호망 미설치",공사중지 및 현장 2차 사고방지를 위한 현장점검 실시.
7810,건축물 철거공사현장 비계구조물 유지보수 중 이동간 바람에 의해 발을 헛디뎌 추락 사고발행.,사고 원인 파악 및 안전조치 확인 후 공사 재개 예정.
18116,"재해자가 도어 도장작업을 위한 벽체 보양작업 완료(말비계 사용)후, 말비계에서 바닥을 딛는 중 비닐 보양지에 미끄러져 넘어짐",안전교육 실시와 현장조치 완료를 통한 재발 방지 대책.
7974,작업을 완료하고 말비계에서 내려오는 과정에서 우측 발을 헛디뎌 넘어지면서 발꿈치를 다침,교육 및 보양을 통한 재발 방지와 안전 관리의 철저함.
14905,형틀작업자가 옥탑형틀작업을 3층에서 진행하는 중에 시스템비계와 골조 사이로 추락함,노동부에서 비계를 좀 더 보완 후 공사할 예정인 사항.
12540,초등학교 교사동 3층 교실 벽체 미장 초벌 작업 후 말비계에서 내려오다가 발을 헛딛어 바닥에 엉덩방아 찧음.,작업전 안전교육 강화 및 가시설에 대한 안전점검 실시.
