,ID,발생일시,사고인지 시간,날씨,기온,습도,공사종류,연면적,층 정보,인적사고,물적사고,공종,사고객체,작업프로세스,장소,부위,사고원인,재발방지대책 및 향후조치계획
15865,TRAIN_15865,2021-03-08 오전 08:20,정규작업 -,흐림,4℃,60%,토목 / 댐 / 다목적댐,-,-,기타,없음,토목 > 관공사 부대공사,기타 > 기타,운반작업,다목적댐 / 인접주변,기타 / 바닥,양수작업을 위해 양수기 인력 운반 도중 허리 통증(운반도구 부재 및 1인 단독 운반으로 인한 재해),중량물 운반 시 다인 1조 작업 또는 운반 도구 이용을 통한 재발 방지 대책 및 향후 조치 계획.
15869,TRAIN_15869,2021-03-07 오전 06:20,작업 전 -,맑음,13℃,30%,건축 / 건축물 / 공동주택,"72,765㎡","지상 29층, 지하 2층",없음,없음,건축 > 철근콘크리트공사,가시설 > 흙막이가시설,이동,공동주택 / 외부,흙막이가시설 / 바닥,근로자의 돌발 행동 및 부주의,근로자 안전교육 실시와 이동 통로 내 불필요한 자재 정리 실시.
15870,TRAIN_15870,2021-03-06 오후 08:00,작업 전 -,맑음,18℃,50%,토목 / 터널 / 도로터널,-,-,분류불능,없음,토목 > 터널공사,건설공구 > 몰탈혼합기,정비작업,도로터널 / 터널 내부,몰탈혼합기 / 안면,몰탈 주입기 점검 중 혼합수가 안면에 묻어 이를 닦던 중 이물질이 눈에 들어감,이물질 접촉 시 흐르는 물에 세척 및 임의 조치 금지와 현장 점검 및 작업 상태 확인의 필요성.
15871,TRAIN_15871,2021-03-06 오후 03:40,정규작업 -,맑음,12℃,40%,건축 / 건축물 / 공장,"429,752㎡","지상 4층, 지하 0층",넘어짐(미끄러짐),없음,전기설비 > 전기설비공사,건설자재 > 자재,이동,공장 / 외부,자재 / 바닥,부주의,이동 중 적정통로 이용을 위한 주의 집중 교육 실시
15874,TRAIN_15874,2021-03-06 오후 01:26,정규작업 -,맑음,6℃,69%,건축 / 건축물 / 숙박시설,"4,993㎡","지상 7층, 지하 1층",기타,없음,기타 > 기타,기타 > 기타,이동,숙박시설 / 내부,기타 / 없음,,재발 방지 대책과 향후 조치 계획의 부재.
15879,TRAIN_15879,2021-03-06 오전 08:30,정규작업 -,맑음,10℃,50%,건축 / 건축물 / 근린생활시설,"7,676㎡","지상 12층, 지하 6층",끼임,기타,건축 > 건축 토공사,건설기계 > 기중기(이동식크레인 등),기타,근린생활시설 / 내부,기중기(이동식크레인 등) / 앞,작업자가 앵글다발을 멈추기위해 순간적으로 오른손 바닥으로 지지하다 주변에 설치된 철골기둥을 살피지 못하고 손바닥이 끼임,"앵글다발이 반대방향으로 움직여 순간적으로 몸을 이용하여 정지하지 말 것을 주지시키고, 주변 현장관리를 더욱 철저히 하는 방안."
15882,TRAIN_15882,2021-03-05 오후 02:00,정규작업 -,맑음,9℃,0%,건축 / 건축물 / 공동주택,"204,814㎡","지상 25층, 지하 1층",넘어짐(미끄러짐),없음,기타 > 기타,시설물 > 건물,이동,공동주택 / 내부,건물 / 바닥,계단을 내려오다 발을 헛딛음,"이동 시 주의 집중과 주변 위험 요소 사전 제거, 작업 전 충분한 스트레칭 및 계단 이동 시 천천히 이동에 대한 교육과 재해자 무릎 치료 지속 관리."
15888,TRAIN_15888,2021-03-05 오전 09:36,기타 -,맑음,16℃,0%,토목 / 기타 / 부지조성,-,-,없음,없음,토목 > 가설공사,기타 > 기타,이동,부지조성 / 내부,기타 / 바닥,작업이 종료되고 보행 중 부주위로 발생 추정,현장 관리 철저와 부상 사고에 대한 피해자와 시공사 간 합의서 체결을 통한 재발 방지 대책.
15891,TRAIN_15891,2021-03-04 오후 04:15,정규작업 -,맑음,8℃,55%,산업환경설비 / 발전시설,-,-,끼임,없음,건축 > 철근콘크리트공사,가시설 > 작업발판,이동,/ 내부,작업발판 / 하부(아래),해치 발판 설치 방향 부적절,해치 발판 방향 확인 및 이동 중 주의와 산재 처리 예정에 따른 재발 방지 대책.
15898,TRAIN_15898,2021-03-03 오후 03:30,정규작업 -,맑음,10℃,50%,건축 / 건축물 / 근린생활시설,320㎡,"지상 0층, 지하 1층",떨어짐(3미터 이상 ~ 5미터 미만),없음,건축 > 철골공사,가시설 > 비계,조립작업,근린생활시설 / 내부,비계 / 외부,작업자의 단순과실,건설재해예방전문지도기관의 안전지도를 받으며 이동식비계 대신 렌탈 및 스카이 장비 사용을 계획함.
15902,TRAIN_15902,2021-03-03 오전 10:30,불류불능 -,맑음,10℃,50%,토목 / 터널 / 철도터널,-,-,없음,없음,토목 > 터널공사,질병 > 질병,굴착작업,"철도터널 / 내,외부 파악불가",질병 / 소음성 난청,"터널발파작업 및 건설기계로 인한 소음,진동","질병 작업자 선별 및 소음, 진동 저감대책 마련."
15903,TRAIN_15903,2021-03-03 오전 10:30,정규작업 -,맑음,9℃,45%,토목 / 도로 / 도로,"3,776㎡","지상 0층, 지하 0층",감전,없음,토목 > 토공사,"기타 > 전주, 전선",이동,도로 / 외부,"전주, 전선 / 바닥",신평마을 진입로 확포장공사 구간 내 중장비(백호) 진입을 위하여 전선을 높이는 과정에서 감전사고 발생.,전주 이설 후 작업 지시와 안전에 취약한 공종 작업 시 안전관리자 및 공사감독자 확인 후 작업지시의 통합적 관리 방안.
15908,TRAIN_15908,2021-03-03 오전 07:50,정규작업 -,맑음,0℃,50%,건축 / 건축물 / 공동주택,"260,805㎡","지상 29층, 지하 6층",넘어짐(미끄러짐),없음,기타 > 기타,기타 > 기타,이동,공동주택 / 외부,기타 / 바닥,이동 중 음지결빙으로 인 해 미끄러져 넘어짐,지반 상태 파악 후 치환 작업 및 미끄러짐 표지 설치.
15912,TRAIN_15912,2021-03-02 오후 02:30,정규작업 -,흐림,45℃,0%,건축 / 건축물 / 공장,"12,021㎡","지상 5층, 지하 0층",끼임,없음,건축 > 철근콘크리트공사,건설기계 > 어스오거,준비작업,공장 / 내부,어스오거 / 상부(위),2021.03.02. 14:30작업자가 오른손으로  굴삭기 후크에 슬링벨트를 걸던 중 상부오거가 오작동하여 천공장비를 잡고있던 왼쪽손이 스크류에 협착됨,장비 정비 실시와 부상자 퇴원 및 산재처리 등 후속조치 계획.
15913,TRAIN_15913,2021-03-02 오전 11:30,정규작업 -,맑음,10℃,10%,토목 / 터널 / 기타,-,-,끼임,없음,토목 > 터널공사,건설공구 > 공구류,절단작업,기타 / 배수터널/외부,공구류 / 바닥,소철근 (20cm) 을 반으로(10cm)  절단하던 중 철근과 절단기에 사이 협착,소철근(L=20cm) 절단 금지와 현장 내 철근 가공 금지 조치.
15915,TRAIN_15915,2021-03-02 오전 10:30,정규작업 -,맑음,18℃,22%,건축 / 건축물 / 공동주택,"718,127㎡","지상 29층, 지하 7층",부딪힘,없음,건축 > 해체 및 철거공사,가시설 > 시스템동바리,해체작업,공동주택 / 외부,시스템동바리 / 옆,1. 근로자의 불안전행동 : 과도하고 무리하게 작업2. 협소공간 작업관리 미흡 : 작업공간 확보 부족(장애 수평재 미제거),"작업 배치 전 인력 Pool 안전성 평가 실시, 협소 공간 작업 시 작업 공간 확보, 특별 안전 교육 실시, 타설 시 품질 관리 철저, 협소 공간에 맞는 해체 공구 선정 사용, 위험성 평가 작성 시 해체 정리 작업에 대한 안전 대책 수립 및 확인, 해체 정리 작업 시 위험 요인에 대한 사전 교육, 해체 정리 작업 시 관리 감독자 상주 관리."
15917,TRAIN_15917,2021-03-02 오전 08:30,정규작업 -,흐림,3℃,25%,토목 / 도로 / 도로,-,-,끼임,없음,토목 > 철근콘크리트공사,건설자재 > 철근,조립작업,도로 / 내부,철근 / 바닥,갑작스런 강풍에 의한 벽체조립철근 전도,벽체철근 조립작업 시 전도방지 지지대 보강 실시
15923,TRAIN_15923,2021-03-01 오전 06:18,정규작업 -,강우,4℃,70%,건축 / 건축물 / 업무시설,"167,441㎡","지상 29층, 지하 9층",물체에 맞음,전도,건축 > 타일 및 돌공사,건설기계 > 지게차,상차 및 하역작업,업무시설 / 내부,지게차 / 앞,지게차로 외장판넬 하역중에 자재가 전도되며서 맞은편에 있던 화물차 운전원이 협착되어 사망,전도위험구간 출입통제 실시와 위험성평가 재실시를 통한 세부작업 위험성 파악 및 사고예방조치 계획 보고.
15924,TRAIN_15924,2021-02-28 오전 09:10,정규작업 -,흐림,-5℃,70%,건축 / 건축물 / 교육연구시설,561㎡,"지상 2층, 지하 0층",넘어짐(기타),없음,건축 > 지붕 및 홈통공사,건설자재 > 자재,운반작업,교육연구시설 / 외부,자재 / 바닥,"이전에 내린 눈이 녹지않은 상태에 습도도 높고 안개가 짙은 날에 기온이 영하로 내려가면서 지면이 얼어있는 곳이 많았으며, 자재를 올려주기위해 이동하느라 바닥을 살피지 못하여 미끄러운 지면을 밟아 발목을 접질림.","작업장 지상에 눈과 얼음 정리, 웅덩이 평평하게 메꾸기, 부상자 치료를 위한 산재처리 협조, 안전교육 진행 및 현장안전 주의 강화."
15929,TRAIN_15929,2021-02-27 오후 04:26,정규작업 -,맑음,6℃,60%,건축 / 건축물 / 기타,-,-,끼임,없음,토목 > 가설공사,건설자재 > 자재,거치작업,기타 / 외부,자재 / 바닥,관리자가 없는 상태에서 작업자가 무리하게 버팀보를 손으로 잡고 시공하던 중에 끼여서 발생된 사고임,"근로자 특별안전교육 실시, 작업방법 개선(유도로프 사용), 신호수 배치 및 작업지휘자 배치."
15932,TRAIN_15932,2021-02-27 오후 12:50,정규작업 -,맑음,13℃,51%,건축 / 건축물 / 기타,"9,239㎡","지상 3층, 지하 1층","절단, 베임",없음,건축 > 철근콘크리트공사,건설공구 > 공구류,절단작업,기타 / 외부,공구류 / 상부(위),합판을 2등분 하는 절단가공작업에서 불안전한 도구(망치)를 사용하여 작업하려는 불안전행동,"합판 전체 폭 40cm 이상 목재 작업 시 목재 가공용 가공 선반 사용, 전체 폭 40cm 이하 시 휴대용 가공톱 사용, 절단할 자재를 밀어 줄 수 있는 전용 밀대 사용 확인, JSEA 및 위험성 평가, PTW 시행 강화와 이행 실태 점검, 안전 의식 고취를 위한 특별 안전 교육 실시, 재발 방지 대책의 이행 상태 점검 강화."
15948,TRAIN_15948,2021-02-26 오전 11:06,정규작업 -,흐림,7℃,55%,건축 / 건축물 / 공동주택,"86,441㎡","지상 43층, 지하 6층",끼임,없음,건축 > 건축 토공사,건설기계 > 굴착기,굴착작업,공동주택 / 내부,굴착기 / 지하,작업자의 단순과실로인한 굴착기 궤도부 오른쪽 발목 협착,장비 하차 시 무전으로 선연락 후 인근 장비 전체 작업 중지 및 교육 이행.
15951,TRAIN_15951,2021-02-26 오전 10:00,정규작업 -,흐림,7℃,70%,산업환경설비 / 발전시설,-,-,넘어짐(물체에 걸림),없음,기계설비 > 기계설비공사,기타 > 기타,이동,/ 외부,기타 / 바닥,이동 동선 상에 자재 미정리,근로자 통로에 대한 사전 정리정돈 실시와 주요 근로자 이동 동선 정리정돈 상태 확인 점검을 통한 재발 방지 대책 마련.
15953,TRAIN_15953,2021-02-25 오후 04:30,출ㆍ퇴근 등 -,맑음,25℃,65%,건축 / 건축물 / 공동주택,"55,929㎡","지상 20층, 지하 1층",넘어짐(기타),없음,건축 > 건축물 부대공사,기타 > 기타,이동,공동주택 / 외부,기타 / 바닥,재해자 잘못 디딤,사고재발 방지를 위한 창고 주변 정리정돈 개선과 재해자 후송 및 산업재해 보험처리.
15956,TRAIN_15956,2021-02-25 오후 04:00,기타 -,맑음,7℃,35%,토목 / 상하수도 / 상수도,-,-,물체에 맞음,없음,토목 > 관공사,건설자재 > 자재,확인 및 점검작업,상수도 / 외부,자재 / 상부(위),수압테스트 이후 별도 시행한 공기압테스트 중 곡관이 이탈하면서 불의의 사고 발생,노동청에서 재발 방지 대책과 향후 조치 계획을 검토 중인 상황.
15960,TRAIN_15960,2021-02-25 오후 01:00,정규작업 -,맑음,8℃,55%,토목 / 도로 / 기타,-,-,물체에 맞음,없음,토목 > 해체 및 철거공사,기타 > 건설폐기물,물뿌리기 작업,기타 / 외부,건설폐기물 / 바닥,협소공간에서 장비 우측 후미에서 살수작업 진행 중  철거잔재인 철근이 백호장비에 눌렸다  튀어올름(이격거리 7m)에 작업자가  맞음,"안전교육 및 작업장에서의 5분 위험성 교육을 통해 안전보호구 착용과 최대한 이격하여 살수작업 실시 등 위험 인지를 강화하고, 장비 측후방에서 장비의 인스툴먼트까지 7m 이격을 유지하였으나 사고 발생에 따른 신호체계 확립, 장비와 동시작업 시 최대한 이격작업 실시, 장비작업반경 내 작업자 외 출입 금지, 작업 간 주의 집중 및 관리감독자 관리 강화로 사고 재발 방지와 안전의식 고취, 불안전행위 및 불안전 상태 제거를 위한 관리 강화로 현장 내 모든 출력원이 다짐하고 노력할 계획."
15975,TRAIN_15975,2021-02-24 오후 02:15,정규작업 -,흐림,10℃,50%,건축 / 건축물 / 공장,"429,752㎡","지상 4층, 지하 0층",끼임,없음,산업설비 > 산업설비공사,부재 > 철골부재,조립작업,공장 / 외부,철골부재 / 바닥,부주의,자재 운반작업 지침에 따라 2인 1조 작업 및 필요 시 타격방지장갑 착용의 일관된 실행.
15979,TRAIN_15979,2021-02-24 오후 12:30,정규작업 -,맑음,6℃,51%,건축 / 건축물 / 교육연구시설,"9,022㎡","지상 4층, 지하 1층",넘어짐(미끄러짐),없음,기계설비 > 기계설비공사,가시설 > 비계,설비작업,교육연구시설 / 내부,비계 / 이동식비계 하부,이동식비계에서 내려올때 착지하는 발의 위치에 대한 위험상황 확인 미흡,"이동식 비계를 이용할 때 안전벨트 고리 체결과 비계 주변 자재 정리정돈을 철저히 하여 위험 상황을 제거하고, 비계에서 내려올 때 착지하는 발의 위치를 충분히 파악하여 천천히 내려오도록 지도하는 안전 관리 방안."
15982,TRAIN_15982,2021-02-24 오전 08:25,정규작업 -,맑음,2℃,57%,건축 / 건축물 / 공동주택,"425,688㎡","지상 45층, 지하 3층",찔림,없음,건축 > 철근콘크리트공사,건설자재 > 철근,이동,공동주택 / 외부,철근 / 벽체철근,1. 21년 2월24일 8시25분경2. 101동 10층 7호세대 슬라브 바닥에서3. 철근공 ***(한국) 근로자가4. 슬라브 바닥 철근 작업을 위해 세대간 이동 중에5. 이동용 통로가 아닌 벽체철근 사이로 넘어가다가 정강이에 철근을 찔림,"동 슬라브 작업자 안전교육 실시, 세대간 벽체철근 주름관 보양조치, 세대간 이동 시 지정된 임시통로 사용 및 행정처분결과 통지."
15985,TRAIN_15985,2021-02-23 오후 03:08,정규작업 -,맑음,18℃,20%,토목 / 교량 / 도로교량,-,-,끼임,없음,토목 > 해체 및 철거공사,가시설 > 지지대,해체작업,도로교량 / 외부,지지대 / 고소,1. 코핌폼 지지 트러스 구조 설계시 상부 코핑 콘크리트 타설 후 폼 하부 트러스 해체를 고려하지 않고 코핌폼 설계2. 무리한 해체 작업 시행,해체 작업 방법 변경과 코핑폼 하부 트러스 해체방법 변경 후 해체 시행.
15986,TRAIN_15986,2021-02-23 오후 03:05,정규작업 -,맑음,12℃,20%,토목 / 댐 / 다목적댐,-,-,끼임,없음,토목 > 토공사,토사 및 암반 > 절토사면,굴착작업,다목적댐 / 내부,절토사면 / 하부(아래),기존 취수탑 터파기 작업을 위해 에어 리프팅 잠수 작업 중 매몰 (수중 터파기 법면 흙덩이에 매몰로 추정),안전확보 등 조치 후 작업 재개와 재해원인 조사 후 대책 수립 예정에 따른 재발 방지 대책.
