,Unnamed: 0,사고원인,재발방지대책 및 향후조치계획
5344,18341,현장 청소를 위해 비탈면 계단으로 이동중 다리에 힘이 빠져 발을 헛딧게 되었음. 가설 난간을 잡아 오른쪽 다리로 지탱한다고 힘이 들어가면서 골절,현장 내 사고구역 즉시 조치와 근로자 안전교육 실시를 통한 재발 방지 대책 및 철저한 근로자 안전교육을 포함한 향후 조치 계획.
5345,18344,스카이 작업대에서 인부2명이 천공작업중  인접한 사면에 작업대가 걸리면서 작업인원 추락 및 충돌,미숙한 장비 사용으로 인한 문제 발생에 대한 신중한 장비 사용과 사고 조사 결과에 따른 의법 조치.
5346,18345,E/V 철근배근 중 벽체 철근 배근중 간섭되는 보강철근을 해체하던중 철근 탄성에 의한 부상,철근 절단 후 작업과 2인 1조 작업을 포함한 신규 채용자 안전교육 강화를 통한 재발 방지 대책.
5347,18348,"철근절단을 위한 고속절단기 사용전 주변 정리를 통해 미끄러짐 요소를 제거해야 했으나, 그러지 못함.절단기 사용중 바닥의 철근을 밟고 미끄러지며 손등이 절단기와 충돌하게 됨.",철근 절단작업 시 절단기 주변 바닥 정리 철저 교육 실시와 미끄러짐 방지 사고 교육 및 재해자 산업재해 접수 및 처리를 위한 조치 예정.
5348,18358,"고소작업시 안전사다리 사용 및 아웃트리거를 고정하고 작업을 시행 하였으나, 작업 위치 진입을 위한 사다리 진입 방향에 대한 부주의에 의한 미끄럼 사고",안전사다리 작업에 따른 작업자 안전교육 강화 및 사다리를 이용한 고소작업 시 작업자 이동 및 사다리 올름 방법에 대한 안전교육 실시.
5349,18362,시스템동바리의 U헤드 및 수직부재를 해체하기 위해서 시스템동바리 수직부재를 정리하던중 슬래브에 붙어있던 거푸집이 근로자에게 낙하하며 근로자를 타격함,재래식 거푸집 해체 작업 시 슬래브 낙하 우려 확인 후 작업 진행과 현장 안전 관리 점검을 통한 재발 방지 대책 수립.
5350,18363,몰탈 잔재물을 수거하기 위한 앉은 상태로 작업 후 일어나던 도중 실신하며 근로자 뒤로 넘어지며(전도) 후두부 열상 발생,작업 전 근로자 개인 건강관리 상태 확인과 근로자 안전보호구 착용 수시 확인을 통한 공사 안전관리 철저 요청.
5351,18366,터파기고 2.0m 미만인 OPEN CUT구간에서 1차터파기 및 되메우기 후 민원처리 과정에서 2차 터파기를 실시함에 지반이 연약화가 되어 측면토사전도 발생.,터파기고 2.0m 미만인 OPEN CUT 구간에서 2차 터파기를 실시할 경우 조립식 간이 흙막이 설치 후 터파기를 실시하는 조치.
5352,18367,109동 주변 지상 1층부 슬라브 타설작업 도중 슬라브 데크자재 불량으로 인한 파손발생에 의하여 사고 발생,타설 전 슬라브 데크 하부에 서포트 동바리 추가 설치와 재해자 휴유장애 확인 및 사고보고 관리로 인한 재발 방지 대책.
5353,18368,갱폼 인상 후 우마발판(1m) 위에서 L형 앙카 설치 중 주변 근로자가 우마를 건드려 흔들리며 넘어짐,해당 공종 사고사례 전파와 작업발판 사용 중 주변 통제 및 공종 간 간섭 최소화에 대한 향후 조치 계획.
5354,18369,2020.08.014일 수정초등학교 현장 내 운동장에서 가설자재 유로폼을 하역 작업하던 중 자재에 부딪힘으로 발생된 사고임,"안전사고 재발 방지를 위한 현장 내 작업자 안전교육 및 안전수칙 준수 지도, 안전시설물 설치 및 관리 강화, 현장관리자에 대한 안전지도 강화."
5355,18371,지하 2층 주차장 견출 작업 중 전일 우천으로 바닥에 물이 고여 전선 상부 거치를 위해 말비계 승강용 디딤판에 작업선을 통과시킨 후 작업 중 작업선 길이가 짧아 무리하게 당기다가전도되어 왼팔 골절 재해,사고사례 전파를 통한 교육 실시와 전선 상부 거치 철저를 통한 동일 재해 방지 및 향후 사고조사 계획.
5356,18372,나무를 절단 하는 과정에서 나무가 튀거나 굴러 떨어지는 등의 사항에 주의해서 작업을 하여야 하나 작업자의  부주의로 사고발생,"작업자 안전교육 철저, 현장관리자 관리 감독 철저, 위험에 노출될 수 있는 부위에 대한 추가 안전보호장구 검토 및 부상 작업자 치료와 작업자 안전지도 및 관리 철저."
5357,18376,8. 13. 사천 과학단지 진출입로 환경정비(벌목 및 예초) 작업 후  사무실 복귀하여 자재를 정리하고  퇴근 중 일용직 근로자 쓰러짐. (열사병),"온열질환 예방을 위한 작업 전 민감군 확인, 충분한 시원한 물 제공, 매시간 그늘에서의 휴식, 무더위 시간대 작업 중지와 현장관리감독 철저 및 재발방지 안전교육 실시."
5358,18380,장비 신호수 배치 및 보조빔 상부 작업 여부 확인 하였으나 붐 선회시 충돌에 대한 인지 없이 붐대 선회 보조빔 충돌로 인한 사고 발생,"장비 이동 및 선회 시 주변 작업 현황 점검, 급선회 금지에 대한 안전교육 실시, 현장 관리감독 철저, 굴삭기 등 회전 가능한 장비의 작업반경 내 타 작업 공동 작업 금지, 장비 주변 관리감독자 및 신호수 배치로 관계자 외 출입 금지."
5359,18385,경사구간에서 아스콘 다짐을 위해 타이어로라 운전시 미끄러지면서 석축을 받아 그 충격으로 무릎을 다침,"포장 작업 시 경사로 구간에 대한 안전관리 교육 강화와 안전장비 착용 여부에 대한 철저한 감독, 산재 처리를 통한 부상자 치료."
5360,18393,강남 세브란스 병원에서 부검결과 후 결과 확인 가능. 1차 병원 의사 소견서상 원인 미상,"작업간 공사감독관과 현장대리인을 통한 의무기관 및 의무대책 사전 확인과 대비, 현장 대리인 및 현장 소장의 CPR 실시 가능 여부 확인 및 작업 전 안전교육 지속 실시."
5361,18399,1. 물질 환경적 원인원인 : 주변 소음으로 인한 의사 소통의 어려움2. 인적 원인 / 대책원인 : 파이프 이동시 파이프 끝단을 잡지말아야하나 부주의로 인하여 파이프 끝단을 잡고 이동함3. 관리적 원인 / 대책원인 : 파이프 운반을 위한 적절한 작업방법 미선정,"기계적 원인에 대한 대책 없음, 물질 환경적 원인으로 인한 의사 소통의 어려움 해결을 위한 소음구간 작업 시 Eye Contact 및 수신호를 통한 신호 및 호흡 맞추기, 인적 원인으로 파이프 이동 시 부주의로 인한 파이프 끝단 잡지 않도록 로프 또는 슬링 벨트로 결속 후 운반, 관리적 원인으로 적절한 작업방법 미선정 시 손잡이 도구 사용 및 소형 배관은 슬링벨트를 U자형으로 감싸서 들어올리기."
5362,18401,2020.08.09 일요일 오전10시30분경 현장 내 지하층 보 거푸집 설치작업을 위해 시스템 동바리 상부 멍에 점검 후 옆 구역 이동 중 안전장치가 확보된 위치가 아닌 당사자 임의로 빠른 이동을 위해 아래로 이동 중 약 4M 높이에서 발을 헛디뎌 추락,"현장 내 주기적 안전교육과 시공 시 안전 유의 사항 철저, 안전관리 강화 및 근로자 안전의식 제고."
5363,18406,"살수 작업을 위해 후진 중 신호수를 못보고 첩촉사고 발생, 더운 날씨에 신호수의 집중력 저하","작업업 특별 안전 교육 실시, 신호수 교육 실시, 작업차량 후방 감지 센서 및 카메라 설치, 수시 위험성 평가 실시, 감독관 주체 특별 안전 교육 실시, 현장 점검 시 신호수 위치 점검 등으로 구성된 재발 방지 대책 및 향후 조치 계획."
5364,18407,사고자 최**와 페이로더기사(정**)이 작업하던 중 폐콘베이어 고무벨트를 페이로더 바가지에 싣고 굴삭기 기사가 콘베이어 상단부로 이동 중 페이로더기사와 굴삭기 기사의 신호불량으로 이해 굴삭기 기사가 콘베이어 상단부에 페이로더바가지 상단부와 가슴이 협착 되어 사고가 발생,"정기 안전교육의 지속적 강화, 현장 내 모든 작업의 착수 전 작업계획서 작성 및 관리감독자와 공사감독원에게 보고 승인 후 실시, 건설사업관리용역의 조속한 계약 및 착수로 인한 건설현장 관리감독의 강화."
5365,18410,공산건설 철근공 황**이 108동에서 기초철근을 들고 이동중 바닥철근에 왼발이 걸려 넘어지면서 인중을 부딪침,"바른 자세로 주의를 기울여 운반하며, Tbm 시 수시 교육과 무리한 행위 금지를 통한 재발 방지 대책 마련."
5366,18415,미 시공된 배관 Line으로 역류하는 Steam에 대한 방호조치 미흡으로 인한 이동간 근로자 화상 상해 발생,"시운전 구간 Opning 배관 마감처리 등의 안전조치 실시, 설정된 통제구역 내 접근금지 및 우회 이동, 이동통로 확보 및 통제 구역 설정, 현장 내 위험구간 및 issue 사항 전파, 안전조치 실시 및 issue 사항 현장 전파의 일관된 실행."
5367,18417,가시설(스트럿)위 목재 방치 중 크레인 와이어가 목재에 닿아 낙하하면서 작업자의 오른손을 타격하여 골절사고가 발생,"가시설 위에 낙하 위험 있는 자재와 공구의 무단 적치를 금지하고, 작업 전 무단 적치물 확인 및 작업 종료 시 현장 정리 상태를 관리 감독자가 최종 확인하는 교육과 안전 점검 실시."
5368,18423,최근 장기간 집중호우로 인해 작업환경이 전체적으로 미끄러운 상태에서 작업자의 부주의로 미끄러짐,"우천 시 작업 자제와 장마 기간 후 작업 환경 철저 정비, 작업자 안전수칙 교육 강화, 집중호우 기간 건축공사장 관리 및 확인 철저."
5369,18425,터빈1호기 칼럼 C-13에서 비계 해체 작업 중 해체한 비계발판을 하부로 적치하기위해 하부에 있던 재해자가 비계발판을 양손으로 받아들고 내리는 순간 왼쪽 엄지 손가락이 발판 뒷 부분에 끼어 날카로운 부분에 베임,"상하부 작업자 간 안정적인 간격 확보, 신호체계 유지, 상부 작업자의 하부 작업자 상태 육안 확인 후 작업 행동 실시, 근로자 전파 및 교육 강화, 현장 작업 방법 확인 및 개선이 포함된 재발 방지 대책과 향후 조치 계획."
5370,18427,토류판 설치를 위해 해머로 끼워넣는 작업중 타격점을 잘못잡아 해머 상단부분에 잡은 손위치 부분을 토류판에 내려처 손가락이 골절된 사고임,"고령 작업자의 안전사고 재발 방지를 위한 사고 사례 전파 및 공유, 신규 근로자 채용 시 고령자 기준 설정과 엄격한 심사, 현장 내 단순 작업 실수에 대한 예방 조치 수립."
5371,18430,띠장 인양과정에서 예상치못한 지장물에 걸려 띠장이 회전하며 이격되어 있던 작업자의 발목 타격,가시설 해제 작업 전 작업반경 내 지장물 처리 및 해체 중 충분한 안전거리 확보와 작업자 안전사고 재발 방지 대책 준수 및 피해자 완치 시까지 적절한 치료 지원.
5372,18441,자재를 옮기던중 바닥의 전기관을 인지못하여 걸려 넘어짐(바닥 식별표기 있음),TBM 활동 강화를 통한 근로자의 작업내용에 잠재된 위험요소 인지 교육 철저 시행과 안전교육 지도 강화.
5373,18442,1.Martyr Valve 잠김 상태 불량2.Steam Blowing 후 잔열이 남아 있는 상태에서 작업 진행,"Steam 발생 위험 요인 숙지, EPC 시운전 및 확인 후 작업 투입, 작업 전 Valve Close 상태 확인, 화상 방지 보호구 착용, Steam Blowing Step 변경 작업 전 작업방법 및 위험요소 숙지, 위험 예상 작업 구간에 대한 관리자 지휘 하의 작업 진행, Steam Blowing Step 변경 작업자 교육 실시, TBM 시 안전문제 전파 교육 및 소규모 단위 위험성 평가 공유, 정기 교육 시 전 근로자 대상 교육 실시."
5374,18443,벽체 거푸집 해체 과정 중 수직 단관파이프 상부에 결속 된 수평 파이프 해체를 선행하지 않고 수직파이프 해체 진행하여 수평 파이프 떨어지며 작업자 엄지손가락을 충격하여 골절,"거푸집 설치 해체 작업자에 대한 작업순서 준수 특별교육 실시와 2인1조 구성 준수, 작업자 안전교육 철저, 현장 사고 발생 파악 및 사고 내용 신속 통보 지시."
5375,18449,미장작업 중 작업팀이 사용하는 선풍기의 커버가 고정되지않아 소음이 발생하여 해당 작업을 마친 후 작동중인 선풍기의 커버고정을 하다 손가락이 선풍기에 말려들어가 골절상 입음,"안전교육 강화, 작업장 내 개인물품 수리 금지 조치, 선풍기 사용 시 안전커버 설치 및 선풍기 커버 설치 유무를 안전점검 체크리스트에 포함하는 조치."
